000A94A0,"Faith: Let them try."
50EBA025,"She is fast. She'll outrun any KrugerSec that tries to follow her."
50F35B54,"I sure did. She came in last in the sharpshooting test. And I won!"
50F4580E,"Plastic: Faith! I just realized something. What if your sister is up there? If Kruger is there, I bet your sister is too."
510A9586,"Icarus: Damn, that hurt! "
510B78FA,"Thanks, I owe you one."
51157C07,"INCREASED DAMAGE TO ENFORCERS  CLASS • Ranged: KA-5 Assault Rifle  STRENGTH • High Damage  MINOR WEAKNESS • Will not risk firing on friendlies • Highly mobile targets  MAJOR WEAKNESS • Traversal attacks • Slide attacks • Won't counter or retaliate  Keep your Focus high and remove them as a threat as quickly as possible"
51178C56,"Can we go to the top of the Shard?"
511F5857,"COMMENTS"
513F7F19,"DATABASE SERVICES SENIOR MANAGER"
51451507,"THE TEAM WOULD LIKE TO THANK"
51551BAA,"AUDIO"
51617F4F,"CAPTURE SPECIALISTS"
51684D78,"Noah: Just stay alive, Faith."
5171EA2C,"EA DIGITAL PLATFORM TECHNICAL OPERATIONS"
51729364,"+ Side Mission: Messenger Girl + Dashes + Collectibles: gridLeaks"
51784579,"COMPLETE COVERAGE"
51882725,"DOGEN"
518E3D1B,"I’ll do it. Come on."
518E8C8A,"ULTRA"
518F15C2,"TRAVEL DIARY"
5198F8FA,"GL ACCOUNTANT"
519AF742,"BEAT L.E."
51A456A8,"Thank you for using the automated Beat package service. Delivery destination now available. Payment in full upon delivery."
51A4B544,"FAITH"
51B60118,"CHARACTER CAMERA FOV"
51CA8664,"SENIOR COMMUNICATIONS MANAGER GSA"
51FD5ADC,"We’re gonna teach you a lesson, leech. A hard one."
52043343,"Noah: Faith, Icarus has gone missing and I can’t reach him on the Beat."
520C24F1,"We got a wounded comrade in need of transport. Can you lead KrugerSec out of here so we can get it done?"
521355C1,"LEADS"
521643F1,"Mission completed: {0:s}"
521A6495,"I have a bad feeling about this."
52242797,"PAYROLL SPECIALIST"
5228DDCC,"CALCULATOR"
522E8179,"MUSIC"
52330E61,"ERIKA CONNORS & ADDITIONAL VO"
523B6710,"24/7 ANALYST"
523D3527,"NOMAD"
52436CA1,"{0:input} CANCEL"
524476EF,"Leave the Allcom building"
5245D565,"Nomad: Hey, Faith! You there?"
5249CCAD,"Damn it! We’re not done here. We’ll have to continue this some other day."
5258D5E0,"I’m happy it’s our last. My associates will call on you soon.  "
52648161,"STUDIO DIRECTOR OF PRODUCT DEVELOPMENT"
5264AE81,"PULSE"
526BFE7F,"KRUGERARMS are developing an improved drone SENSOR CHIP and Nomad fears it will cause trouble for all offGrids living on the rooftops. Through a contact he has set up a deal with a guard working at the facility, who promised to sell some DOCUMENTS with more information. But the guard has gotten cold feet, and Nomad has asked you to break into his apartment and STEAL the docs instead.  The guard lives at the top of an apartment building. Make your way there, find a way inside and steal the docs."
526C1FFF,"QA & QE"
52727304,"So I need this delivered to one of our isolated cells without KrugerSec picking up on the transfer. Get me? Stay out of sight."
527705CD,"Plastic: Maybe I could call them off ..."
52787A1F,"Ah, yes. Your friend Henry felt the same way. "
527F2D28,"Plastic: They even have anti-air systems in place. I mean who would attempt an air strike against KrugerSec?"
52847EEF,"Rewarded for completing Belle of the Ball"
52896588,"Damn idiots!"
5289E8F1,"CHAOSLINES BLUE"
52968ECB,"Skill Move: WALLRUN"
52C696E2,"CUSTOMIZATION"
52C6DCEF,"COMPLETION TIME"
52CED2F1,"VP & GM"
52E50F8E,"Plastic: Great. Same routine as always. Good luck."
52EDAC2E,"Higher jump clearance"
52EEA63A,"Complete mission SANCTUARY"
52F5A27A,"Nomad: You’re getting close. The KrugerArms building is just ahead."
52F87507,"Share your challenges to friends or forums"
52FA3158,"Nomad: I thought you’d like it."
52FF021D,"TC LOCALIZATION TEAM"
53091139,"Faith: Plastic? What happened to your family?"
531F1351,"Teleporting back..."
532F841E,"Beat L.E. saved."
533FE0FF,""
53569273,"High level autohack burst"
535BA026,"Building lockdown will be completed in ten seconds. Nine. Eight. Seven. Six. Five. Four. Three. Two. One. Building lockdown complete."
535FB6C3,"Nomad: Good. The guy lives on the top floor."
5360892D,"To view the Privacy Policy visit {0:s}"
537DB92E,"Kruger: When our government fails to protect us we must look elsewhere for safety! The Conglomerate stands ready to shoulder this burden!"
537E9E8E,"SKY CITY AND THE SHARD"
539A9842,"That's quite strong criticism from somebody new to the project."
539C94BD,"REFLECTION TECH / SURVEILLANCE SYSTEMS"
53A9C86C,"Faith: I made it."
53B232FB,"Noah: Plastic. And Faith. Good to see you safe. What’s the Beat?"
53B99AA0,"Nomad: KrugerSec are saying that they’re gonna clamp down harder on the runners. And they’re setting up those huge antennas all over the city."
53B9B7A2,"Dogen: So Isabel Kruger is your sister, Faith? The plot thickens. I’ve sent you the approximate location of Kingdom."
53BE13E0,"Faith! Down here."
53BE13E1,"I've seen the news. Faith, I'm sorry."
53BE13E2,"No need to pretend."
53BE13E3,"No, but I am. Look, Noah and I may not have seen eye to eye, but I did respect him."
53BE13E4,"And your parents."
53BE13E5,"Noah said you were part of the same group."
53BE13E6,"Yes, we were. Until I realised that there's no peaceful way"
53BE13E7,"we can rid ourselves of the Conglomerate and the families behind it. "
53BE13E8,"We've got to destroy it! Using every weapon at our disposal."
53BE1400,"I know what you think, but you're wrong. I don't have it."
53BE1401,"Yeah ... See, I think you do. And that's why KrugerSec is hunting you. "
53BE1402,"And why they killed Noah. "
53BE1403,"Back off!"
53BE1404,"Look, I'm sheltering you for now. "
53BE1405,"But don't take my hospitality for granted. At some point--"
53BE1406,"I'm gonna ask you to step up or step out."
53BE1407,"That's enough, Rebecca, you've made your point."
53BE1408,"Look, all I'm saying is this: You're no longer neutral, Faith. "
53BE1409,"Just get some rest. I'm sure you'll understand in time. "
53BE1421,"Tristan will show you your quarters."
53BE1422,"We'll talk again. Soon."
53BE1423,"Not now! I need to finish this!"
53BE1424,"You have no right!"
53BE1425,"Don't touch him!"
53BE1426,"Erika!"
53BE1427,"Shoot him."
53BE1428,"Who's that in the window? It's a damn kid! Get her!"
53BE1429,"It's a cat! It's me!"
53BE142A,"Where's mommy?! I want mommy!"
53BE1442,"Faith, I can't breathe!"
53BE1443,"Cat!"
53BE1444,"Cat! Wake up!"
53BE1445,"We gotta go!"
53BE1446,"Cat ..."
53BE1447,"There they are!"
53BE1448,"This one is dead. Report it in."
53BE1449,"Go after the other one."
53BEBD6B,"Disable the antenna at the Lair"
53BEBD6C,"Escape KrugerSec"
53DF0A4E,"ERROR - ERROR - ERROR"
53F390F7,"LICENSE AGREEMENT"
53F6BB26,"GRAPHENE WEAVE"
53F7AB60,"STRATEGIC PLANNING & ENGAGEMENT"
54049C8A,"We found a vehicle. Or rather, Firebird found us a vehicle. "
5405231C,"Noah: You’re clear, Faith. KrugerSec is calling off the chase."
540C448F,"VERTICAL SYNC"
541CFFC7,"EA STUDIOS "
54202B12,"VOLUME DOWN"
542994BE,"As expected, Nomad has some new mischief in the making. His plan is for you to take on some sort of ANTENNA recently set up nearby. KrugerSec seem keen on guarding it, and so disabling it somehow will definitely make things harder for them.   When the antenna has been disabled you should CLEAR OUT quickly. Expect KrugerSec to respond and pursue."
5432729C,"]"
54331998,"USE UPGRADE POINT"
54436731,"MOVE FORWARD"
5445B628,"Here look. It’s a recorder. I’m making a diary of sorts for you. Of our trip."
544DD37B,"VIEW ALL {0:d}"
54766A37,"Defeat the Protector"
5498EE2C,"What do you have for me?"
549A186B,"Could not download the selected content. Please check your internet connection, or try again in a few minutes."
54A108B4,"There’s no way I’ll reach that ..."
54BA1E1F,"Faith: That?! Why didn’t you just say that it’s a crazy-huge pendulum?"
54C725D1,"You don’t know who he is yet, but one day I’ll tell you about him. "
54C84A17,"Faith: Icarus? Icarus, you there? Plastic? Guess I’m on my own ..."
54D9EF64,"You shut up, I'm trying to tell the new guy about our mission"
54DAD58C,"Dogen: Well, one might say that I thrive on chaos. And what else would follow the demise of the Families? At least until the masses get wrapped up in their next failed attempt at governing themselves."
54EF9352,"Plastic: This drive is fascinating. Huge storage capacity. I didn’t expect OmniStat to be this sophisticated."
54F3F235,"Rebecca: I’m picking up a lot of data through the tap, Faith. Thank you. This will be instrumental in our struggle."
54FC34F1,"Plastic: I wonder who else the Conglomerate is keeping there beside Noah. Your friends call them undesirables but that can be anyone right?"
5535EE28,"I happen to have a package that needs to be delivered to an associate of mine without any alarms raised by KrugerSec. It wouldn’t look good for her to be seen fraternizing with runners. You will of course be paid."
554579FA,"EA BUSINESS ANALYTICS AND DATA SCIENCE TEAM"
554ADE98,"Zephyr Transit Hub secret bags {0:d} / {1:d}"
55634D66,"{0:input} to pull down."
55674572,"Noah: I can track your metrics from here, Faith. Alright, let’s get started."
5575EF00,"LUCASFILM SPECIAL THANKS"
557D216B,"SUPERVISING SOUND DESIGNERS AND MIXERS"
557ECCF8,"Birdman: Another runner? Maybe they have the capsule."
557EFD98,"Nomad: Don’t gush. I heard you ran into Gabriel Kruger."
559E612B,"Faith: Fancy."
55A3E209,"User not logged in!"
55A64382,"KUMA/ADDITIONAL VO"
55B4E1FE,"Noah has tasked you with breaking into ELYSIUM LABS where you are to steal data about a new type of enzyme wanted by one of their competitors. Icarus is to watch from the outside, making sure it all goes as planned. You have a SHOTGUN with you, a one-off hacking tool that you just need to place on the right console, and the software inside will handle the rest.  This is your first real mission, and the scrip should be good. A small step toward paying off your debt to Dogen."
55CCA634,"Faith: Icarus?"
55D60588,"Icarus: Bring him back."
55D7F978,"Security doors can be forced open by glitching the lock sensor with an improvised glitch key. Faith can make a glitch key by stealing an access chip from a security terminal and rigging it to a coupling bridge taken out of any electrical fuse box. As found just in this room. Now make a key and select it in the gadget selector. [D-PAD RIGHT] Then use it in front of the secure lock."
55E7A15B,"RUNNER BEATDOWN"
55EDB33B,"Noah: Faith what’s your [static] contact here. If you can't [static] try to click once. I’m trying (static) exit (static)."
55F47AE8,"That was nine hours ago, Erika."
55F72D1B,"Faith: That should come in handy."
5605952B,"Faith: I’m there. Connecting you."
56080DFF,"SAVE LISTED (CHECKING...)"
56285BA1,"Delivery confirmed. Contents unharmed. Thank you, runner. You just helped make the future of Cascadia a tiny bit brighter."
565A4BBD,"Noah: Faith, they’ve detailed that vTol elsewhere. You’re safe."
565F2505,"You must be signed in to PlayStation™Network to use social features"
56601A01,"Do you want to continue or retry the tutorial?"
5665E068,"Birdman: I just got confirmation that the package has been delivered, Faith. Seems to me you’re as ready as you’ll ever be."
567F5AA9,"What is it now, Haggard? Have you found something to blow up?"
5687CFAD,"ACCEPT"
568AE2A4,"SOFTWARE ENGINEER IN TEST"
568D4870,"And Kruger lost his daughter."
568EE5CD,"Plastic: Good. Wait a second, and ... That’s it. There was already a VTOL patrolling near you. I’m having them respond to a policy breach. Make sure you get on it. Somehow."
5692FECC,"QA COMPLIANCE ANALYSTS"
56A73C24,"Plastic: Faith, use a blank shotgun and I’ll tunnel in through your glove when you connect."
56AB5E81,"I was told to hand over these eggs to you. They’re quail eggs from Neridia Nova. So you don’t want to break them or there will be hell to pay. I hear Dogen is very particular with his ingredients."
56AE8485,"Noah: Do I really have to explain that to you?"
56C6F713,"Dogen: Whatever. If you ask them nicely I’m sure they’ll leave obediently."
56D006BF,"Rewarded for completing Smash & grab"
56D570C1,"GHOST ORANGE"
56E673D6,"NEXT TRACK"
56EA4708,"That's the old you. The part that is all dark and sad and pitiful. Who are you now?"
56ECBD2E,"RIOT"
56F95D1D,"Nomad: Yeah! Count one for the good guys!"
57016233,"Finally, I’m dying here."
5702A4E4,"SERVICE DIRECTOR"
57032492,"INTERACT (HOLD)"
570EE900,"Rebecca: I thought you were going to help?"
571BC298,"I mean, he's got more scrip than he can spend in a lifetime. "
572B45EA,"On a mission in {(C)RP_DISTRICT}"
5731340F,"Faith: Hey. You’re OK. I took care of them."
5735AF6F,"RUNNER'S VISION"
5735B77C,"Noah: Faith, you up yet? When you’re ready there’s an old friend waiting for you outside."
573604E8,"EXISTING SAVE FILE DETECTED"
5742C7C3,"Of these tunnels, it looks like."
5743BED0,"Mirror's Edge™ Catalyst"
57482236,"Faith: There."
57512092,"Icarus: I trust her to hide us at least. She hates Kruger too."
5767F400,"Icarus: Alright. Done."
578F9195,"I told you not to take this lightly! Now what am I supposed to do?"
57971827,"Birdman: Erato and Thalia always were easily distracted ..."
57986BB4,"THY KINGDOM COME"
57AC4469,"Icarus: I’m guessing your time in juvie involved some fighting, at least? These echoes should be a walk in the park."
57B15DE5,"NEW SKILLPOINT"
57BAF467,"Automated Voice: Attention. This is a KrugerSec announcement. Rebecca Thane, self-proclaimed leader of Black November, is wanted by KrugerSec. Any information about her person and/or whereabouts will be rewarded. "
57BBC214,"Automated Voice: Get Reflection today. Family discounts available."
57BC6E13,"Noah: Keep them off balance."
57BCBCBC,"Icarus: Did you just hack that billboard, Faith? I didn’t peg you for a subversive."
57D0D409,"Delivery confirmed. Contents verified intact. Thank you. This will surely aid my research. "
